Name,Description,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,Combined
Mother Riley Meets the Vampire,The mysterious figure known as the Vampire comes to England to complete experiments in his mad bid to gain control of the world. When the radar-controlled Robot which he had ordered shipped to him is delivered instead to Mother Ri...,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,mysterious figure know vampire come england complete experiment mad bid gain control world radar control robot order ship deliver instead mother ri robot london england psychotronic film vampire slide panel
Accident Man 2,"The Accident Man, is back and this time he must beat the top assassins in the world, to protect the ungrateful son of a mafia boss, save the life of his only friend and rekindle his relationship with his maniacal father figure.",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,accident man back time must beat top assassins world protect ungrateful son mafia boss save life friend rekindle relationship maniacal father figure sequel base comic book
7 donne e un mistero,7 women find themselves dealing with a mystery killing. Who's the killer and what are the motives of the murder?,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,women find deal mystery kill whos killer motives murder number title female murder family secrets
Cash McCall,James Garner put in a winning performance as a similarly unreconstructed capitalist in the grip of merger mania.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,jam garner put win performance similarly unreconstructed capitalist grip merger mania entrepreneur business ethics base novel character name title business
Shaft,"JJ Shaft, a cyber security expert with a degree from MIT, enlists his family's help to uncover the truth behind his best friend's untimely death.",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jj shaft cyber security expert degree mit enlist familys help uncover truth behind best friends untimely death masculinity sequel fifth part character name title shootout
Varsity Show,"A former student who is now a big Broadway show producer with three flops to his reputation, is invited back to direct the College's annual student stage show.",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,former student big broadway show producer flop reputation invite back direct colleges annual student stage show college fraternity theater director final exam city mayor policeman
Apache Rose,Roy is an oil prospector. His efforts to get drilling rights on an old Spanish land grant are countered by gamblers from an off-shore gambling boat determined to control the land (and oil) themselves.,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,roy oil prospector efforts get drill right old spanish land grant counter gamblers shore gamble boat determine control land oil boat drill right lie sing cowboy b western
Moby Dick,"The sole survivor of a lost whaling ship relates the tale of his captain's self-destructive obsession to hunt the white whale, Moby Dick.",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,sole survivor lose whale ship relate tale captain self destructive obsession hunt white whale moby dick revenge base novel moby dick character obsession
Laughing Sinners,Cabaret performer Ivy Stevens in an affair with a low-rent traveling salesman is dumped in a 'Dear Jane' letter and finds solace in joining the Salvation Army.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,cabaret performer ivy stevens affair low rent travel salesman dump dear jane letter find solace join salvation army female sexual predator manipulative female possessive female romantic rivalry romantic relationship
How Green Was My Valley,"At the turn of the century in a Welsh mining village, the Morgans, he stern, she gentle, raise coal-mining sons and hope their youngest will find a better life.",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,turn century welsh mine village morgans stern gentle raise coal mine sons hope youngest find better life coal miner coal coal mine town color title coal mine
The Four Feathers,A 'coward' resigns his commission and poses as an Arab to save his former comrades.,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,coward resign commission pose arab save former comrades historical event th century egypt base novel
The Admirable Crichton,"In 1905, Lord Henry Loam and his family and servants are shipwrecked on a deserted island where the survival of the fittest renders the rigid class system irrelevant.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,lord henry loam family servants shipwreck desert island survival fittest render rigid class system irrelevant class differences marriage engagement beach tame shrew domineer mother
The Phantom Creeps,A military intelligence officer and a pretty reporter try to find a scientist whose inventions can destroy the world.,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,military intelligence officer pretty reporter try find scientist whose inventions destroy world serial meteorite spy laboratory explosion
The Secret Partner,"A wealthy London-based shipping magnate is blackmailed by an evil dentist which threatens to reveal an old case of fraud, while the dentist himself is threatened by a mysterious masked man.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,wealthy london base ship magnate blackmail evil dentist threaten reveal old case fraud dentist threaten mysterious mask man blackmail victim dentist appointment blackmailer police detective ship company
The Wolf Man,The youngest son of a noble English family turns into a wolf man whenever he partakes in alcohol.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,youngest son noble english family turn wolf man whenever partake alcohol canada london england melodrama
Horror Island,A down-on-his-luck businessman organizes an excursion to Sir Henry Morgan's Island for a treasure hunt only to encounter a mysterious phantom and murder.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,luck businessman organize excursion sir henry morgans island treasure hunt encounter mysterious phantom murder map wooden leg heebie jeebies slang reference bluebeard reference shakespeares hamlet
Interface,"After tragically losing their father, two sisters try to save their estranged mother by tracking down an Interface machine across the multiverse that will allow them to go into her mind and bring her back from a coma.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,tragically lose father sisters try save estrange mother track interface machine multiverse allow go mind bring back coma interdimensional sci fi
Toy Soldiers,"While on a vacation in Central America, some American teenagers are kidnapped by terrorists. A rescue mission is sent after them, but they manage to escape and join up with a mercenary fighting the terrorists.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,vacation central america american teenagers kidnap terrorists rescue mission send manage escape join mercenary fight terrorists central america rescue operation female topless nudity teenager death priest
Åke och hans värld,"In 1929, the film follows the six-year old son of a Swedish country doctor. Åke lives with his parents and his sister Aja in a small provincial town. His best friend is Kalle Nubb. Åke is very frightened of the janitor Bergström a...",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,film follow year old son swedish country doctor ake live parent sister aja small provincial town best friend kalle nubb ake frighten janitor bergstrom write direct cast member base novel
The Jewel of the Nile,"When Joan Wilder is abducted while on a trip along the Nile, her boyfriend, Jack Colton, and pal Ralph rush to rescue her and retrieve a fabled jewel.",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,joan wilder abduct trip along nile boyfriend jack colton pal ralph rush rescue retrieve fabled jewel good versus evil hero heroine evil man zion national park
Return to Oz,"Dorothy, saved from a psychiatric experiment by a mysterious girl, is somehow called back to Oz when a vain witch and the Nome King destroy everything that makes the magical land beautiful.",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,dorothy save psychiatric experiment mysterious girl somehow call back oz vain witch nome king destroy everything make magical land beautiful oz mechanical man villain villainess dorothy gale character
Real Genius,"An uptight teenage prodigy enters a top engineering college, but feels awkward among the freewheeling students. When a professor aims to turn their laser project into a military weapon, he and his offbeat roommate plot to ruin the...",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,uptight teenage prodigy enter top engineer college feel awkward freewheel students professor aim turn laser project military weapon offbeat roommate plot ruin nerd secret door high school pool party science fair
Prizzi's Honor,Two professional assassins fall in love.,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,professional assassins fall love female assassin death betrayal loss wife double cross
Ferris Bueller's Day Off,"A high school wise guy is determined to have a day off from school, despite what the Principal thinks of that.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,high school wise guy determine day school despite principal think high school anti hero break fourth wall talk camera truancy
Defence of the Realm,"After a newspaper reporter helps expose a Member of Parliament as a possible spy, he finds that there's much more to the story than that.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,newspaper reporter help expose member parliament possible spy find theres much story member parliament political thriller journalism cover newspaper reporter
Kiss of the Spider Woman,A gay man and a political prisoner are together in a prison. The gay man narrates the stories of two fake movies and his own life.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,gay man political prisoner together prison gay man narrate stories fake movies life prison homosexual film film gay slur gay kiss
Adieu Bonaparte,"A story during the French Occupation of Egypt (1797-1803), depicting the conflict between tradintion and modernization in the context of fighting the French invadors.",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,story french occupation egypt depict conflict tradintion modernization context fight french invadors reference muhammad egypt occupation th century death brother
Bittere Ernte,"In the winter of 1942-43, a Jewish family leaps from a train going through Silesia. They are separated in the woods, and Leon, a local peasant who's now a farmer of some wealth, discovers the woman, Rosa, and hides her in his cell...",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,winter jewish family leap train go silesia separate woods leon local peasant whos farmer wealth discover woman rosa hide cell female nudity female topless nudity sex scene panties pull love
The Assam Garden,"An Englishwoman and her Indian neighbor bond while fixing up her Imperial-style garden. Meanwhile, present-day concerns and painful memories intrude.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,englishwoman indian neighbor bond fix imperial style garden meanwhile present day concern painful memories intrude title direct female redheaded woman f rat independent film
